gid,latitude,longitude,elevation,timezone,country,state,county
391595,40.21,-108.98,1783,-7,United States,Colorado,Rio Blanco
391596,40.17,-108.98,1801,-7,United States,Colorado,Rio Blanco
391597,40.13,-108.98,1761,-7,United States,Colorado,Rio Blanco
391598,40.09,-108.98,1755,-7,United States,Colorado,Rio Blanco
391599,40.05,-108.98,1692,-7,United States,Colorado,Rio Blanco
391600,40.01,-108.98,1768,-7,United States,Colorado,Rio Blanco
391601,39.97,-108.98,1745,-7,United States,Colorado,Rio Blanco
391602,39.93,-108.98,1858,-7,United States,Colorado,Rio Blanco
391603,39.89,-108.98,2097,-7,United States,Colorado,Rio Blanco
391604,39.85,-108.98,1969,-7,United States,Colorado,Rio Blanco
391605,39.81,-108.98,1916,-7,United States,Colorado,Rio Blanco
391606,39.77,-108.98,1869,-7,United States,Colorado,Rio Blanco
391607,39.73,-108.98,2002,-7,United States,Colorado,Rio Blanco
391608,39.69,-108.98,2056,-7,United States,Colorado,Rio Blanco
391609,39.65,-108.98,2166,-7,United States,Colorado,Garfield
391610,39.61,-108.98,2387,-7,United States,Colorado,Garfield
391611,39.57,-108.98,2496,-7,United States,Colorado,Garfield
391612,39.53,-108.98,2208,-7,United States,Colorado,Garfield
391613,39.49,-108.98,2087,-7,United States,Colorado,Garfield
391614,39.45,-108.98,1966,-7,United States,Colorado,Garfield
391615,39.41,-108.98,1597,-7,United States,Colorado,Garfield
391616,39.37,-108.98,1534,-7,United States,Colorado,Garfield
391617,39.33,-108.98,1496,-7,United States,Colorado,Mesa
391618,39.29,-108.98,1455,-7,United States,Colorado,Mesa
391619,39.25,-108.98,1457,-7,United States,Colorado,Mesa
391620,39.21,-108.98,1512,-7,United States,Colorado,Mesa
391621,39.17,-108.98,1505,-7,United States,Colorado,Mesa
391622,39.13,-108.98,1503,-7,United States,Colorado,Mesa
391623,39.09,-108.98,1716,-7,United States,Colorado,Mesa
391624,39.05,-108.98,1809,-7,United States,Colorado,Mesa
391625,39.01,-108.98,1899,-7,United States,Colorado,Mesa
391626,38.97,-108.98,2056,-7,United States,Colorado,Mesa
391627,38.93,-108.98,2166,-7,United States,Colorado,Mesa
391628,38.89,-108.98,2409,-7,United States,Colorado,Mesa
391629,38.85,-108.98,2580,-7,United States,Colorado,Mesa
391630,38.81,-108.98,2407,-7,United States,Colorado,Mesa
391631,38.77,-108.98,1932,-7,United States,Colorado,Mesa
391632,38.73,-108.98,1661,-7,United States,Colorado,Mesa
391633,38.69,-108.98,1468,-7,United States,Colorado,Mesa
391634,38.65,-108.98,1757,-7,United States,Colorado,Mesa
391635,38.61,-108.98,2032,-7,United States,Colorado,Mesa
391636,38.57,-108.98,2139,-7,United States,Colorado,Mesa
391637,38.53,-108.98,1958,-7,United States,Colorado,Mesa
391638,38.49,-108.98,1777,-7,United States,Colorado,Montrose
391639,38.45,-108.98,2173,-7,United States,Colorado,Montrose
391640,38.41,-108.98,1777,-7,United States,Colorado,Montrose
391641,38.37,-108.98,1691,-7,United States,Colorado,Montrose
391642,38.33,-108.98,1872,-7,United States,Colorado,Montrose
391643,38.29,-108.98,2026,-7,United States,Colorado,Montrose
391644,38.25,-108.98,1951,-7,United States,Colorado,Montrose
391645,38.21,-108.98,1697,-7,United States,Colorado,Montrose
391646,38.17,-108.98,1764,-7,United States,Colorado,Montrose
391647,38.13,-108.98,1992,-7,United States,Colorado,San Miguel
391648,38.09,-108.98,1951,-7,United States,Colorado,San Miguel
391649,38.05,-108.98,2107,-7,United States,Colorado,San Miguel
391650,38.01,-108.98,2101,-7,United States,Colorado,San Miguel
391651,37.97,-108.98,2103,-7,United States,Colorado,San Miguel
391652,37.93,-108.98,2188,-7,United States,Colorado,San Miguel
391653,37.89,-108.98,2153,-7,United States,Colorado,San Miguel
391654,37.85,-108.98,2097,-7,United States,Colorado,Dolores
391655,37.81,-108.98,2055,-7,United States,Colorado,Dolores
391656,37.77,-108.98,2037,-7,United States,Colorado,Dolores
391657,37.73,-108.98,1996,-7,United States,Colorado,Dolores
391658,37.69,-108.98,2000,-7,United States,Colorado,Dolores
391659,37.65,-108.98,1998,-7,United States,Colorado,Dolores
391660,37.61,-108.98,2027,-7,United States,Colorado,Dolores
391661,37.57,-108.98,1954,-7,United States,Colorado,Dolores
391662,37.53,-108.98,1864,-7,United States,Colorado,Montezuma
391663,37.49,-108.98,1843,-7,United States,Colorado,Montezuma
391664,37.45,-108.98,1770,-7,United States,Colorado,Montezuma
391665,37.41,-108.98,1661,-7,United States,Colorado,Montezuma
391666,37.37,-108.98,1621,-7,United States,Colorado,Montezuma
391667,37.33,-108.98,1582,-7,United States,Colorado,Montezuma
391668,37.29,-108.98,1615,-7,United States,Colorado,Montezuma
391669,37.25,-108.98,1612,-7,United States,Colorado,Montezuma
391670,37.21,-108.98,1614,-7,United States,Colorado,Montezuma
391671,37.17,-108.98,1528,-7,United States,Colorado,Montezuma
391672,37.13,-108.98,1532,-7,United States,Colorado,Montezuma
391673,37.09,-108.98,1512,-7,United States,Colorado,Montezuma
391674,37.05,-108.98,1489,-7,United States,Colorado,Montezuma
391675,37.01,-108.98,1492,-7,United States,Colorado,Montezuma
392447,40.97,-108.94,2568,-7,United States,Colorado,Moffat
392448,40.93,-108.94,2522,-7,United States,Colorado,Moffat
392449,40.89,-108.94,2236,-7,United States,Colorado,Moffat
392450,40.85,-108.94,1786,-7,United States,Colorado,Moffat
392451,40.81,-108.94,1665,-7,United States,Colorado,Moffat
392452,40.77,-108.94,1764,-7,United States,Colorado,Moffat
392453,40.73,-108.94,2113,-7,United States,Colorado,Moffat
392454,40.69,-108.94,2210,-7,United States,Colorado,Moffat
392455,40.65,-108.94,1975,-7,United States,Colorado,Moffat
392456,40.61,-108.94,2107,-7,United States,Colorado,Moffat
392457,40.57,-108.94,2142,-7,United States,Colorado,Moffat
392458,40.53,-108.94,1878,-7,United States,Colorado,Moffat
392459,40.49,-108.94,1782,-7,United States,Colorado,Moffat
392460,40.45,-108.94,1879,-7,United States,Colorado,Moffat
392461,40.41,-108.94,2447,-7,United States,Colorado,Moffat
392462,40.37,-108.94,2277,-7,United States,Colorado,Moffat
392463,40.33,-108.94,2320,-7,United States,Colorado,Moffat
392464,40.29,-108.94,2098,-7,United States,Colorado,Moffat
392465,40.25,-108.94,1875,-7,United States,Colorado,Moffat
392466,40.21,-108.94,1807,-7,United States,Colorado,Rio Blanco
392467,40.17,-108.94,1807,-7,United States,Colorado,Rio Blanco
392468,40.13,-108.94,1732,-7,United States,Colorado,Rio Blanco
392469,40.09,-108.94,1784,-7,United States,Colorado,Rio Blanco
392470,40.05,-108.94,1657,-7,United States,Colorado,Rio Blanco
392471,40.01,-108.94,1782,-7,United States,Colorado,Rio Blanco
392472,39.97,-108.94,1771,-7,United States,Colorado,Rio Blanco
392473,39.93,-108.94,1803,-7,United States,Colorado,Rio Blanco
392474,39.89,-108.94,1913,-7,United States,Colorado,Rio Blanco
392475,39.85,-108.94,2011,-7,United States,Colorado,Rio Blanco
392476,39.81,-108.94,1979,-7,United States,Colorado,Rio Blanco
392477,39.77,-108.94,1911,-7,United States,Colorado,Rio Blanco
392478,39.73,-108.94,2065,-7,United States,Colorado,Rio Blanco
392479,39.69,-108.94,2177,-7,United States,Colorado,Rio Blanco
392480,39.65,-108.94,2241,-7,United States,Colorado,Garfield
392481,39.61,-108.94,2434,-7,United States,Colorado,Garfield
392482,39.57,-108.94,2282,-7,United States,Colorado,Garfield
392483,39.53,-108.94,2076,-7,United States,Colorado,Garfield
392484,39.49,-108.94,1982,-7,United States,Colorado,Garfield
392485,39.45,-108.94,1935,-7,United States,Colorado,Garfield
392486,39.41,-108.94,1733,-7,United States,Colorado,Garfield
392487,39.37,-108.94,1561,-7,United States,Colorado,Garfield
392488,39.33,-108.94,1512,-7,United States,Colorado,Mesa
392489,39.29,-108.94,1443,-7,United States,Colorado,Mesa
392490,39.25,-108.94,1418,-7,United States,Colorado,Mesa
392491,39.21,-108.94,1476,-7,United States,Colorado,Mesa
392492,39.17,-108.94,1497,-7,United States,Colorado,Mesa
392493,39.13,-108.94,1552,-7,United States,Colorado,Mesa
392494,39.09,-108.94,1740,-7,United States,Colorado,Mesa
392495,39.05,-108.94,1867,-7,United States,Colorado,Mesa
392496,39.01,-108.94,1909,-7,United States,Colorado,Mesa
392497,38.97,-108.94,2057,-7,United States,Colorado,Mesa
392498,38.93,-108.94,2163,-7,United States,Colorado,Mesa
392499,38.89,-108.94,2407,-7,United States,Colorado,Mesa
392500,38.85,-108.94,2648,-7,United States,Colorado,Mesa
392501,38.81,-108.94,2713,-7,United States,Colorado,Mesa
392502,38.77,-108.94,1977,-7,United States,Colorado,Mesa
392503,38.73,-108.94,1592,-7,United States,Colorado,Mesa
392504,38.69,-108.94,1679,-7,United States,Colorado,Mesa
392505,38.65,-108.94,1623,-7,United States,Colorado,Mesa
392506,38.61,-108.94,1663,-7,United States,Colorado,Mesa
392507,38.57,-108.94,1782,-7,United States,Colorado,Mesa
392508,38.53,-108.94,1807,-7,United States,Colorado,Mesa
392509,38.49,-108.94,2002,-7,United States,Colorado,Montrose
392510,38.45,-108.94,1997,-7,United States,Colorado,Montrose
392511,38.41,-108.94,1874,-7,United States,Colorado,Montrose
392512,38.37,-108.94,1606,-7,United States,Colorado,Montrose
392513,38.33,-108.94,1763,-7,United States,Colorado,Montrose
392514,38.29,-108.94,1816,-7,United States,Colorado,Montrose
392515,38.25,-108.94,1771,-7,United States,Colorado,Montrose
392516,38.21,-108.94,1698,-7,United States,Colorado,Montrose
392517,38.17,-108.94,1757,-7,United States,Colorado,Montrose
392518,38.13,-108.94,1876,-7,United States,Colorado,San Miguel
392519,38.09,-108.94,1864,-7,United States,Colorado,San Miguel
392520,38.05,-108.94,1921,-7,United States,Colorado,San Miguel
392521,38.01,-108.94,2048,-7,United States,Colorado,San Miguel
392522,37.97,-108.94,2237,-7,United States,Colorado,San Miguel
392523,37.93,-108.94,2257,-7,United States,Colorado,San Miguel
392524,37.89,-108.94,2200,-7,United States,Colorado,San Miguel
392525,37.85,-108.94,2149,-7,United States,Colorado,Dolores
392526,37.81,-108.94,2096,-7,United States,Colorado,Dolores
392527,37.77,-108.94,2059,-7,United States,Colorado,Dolores
392528,37.73,-108.94,2016,-7,United States,Colorado,Dolores
392529,37.69,-108.94,2006,-7,United States,Colorado,Dolores
392530,37.65,-108.94,2022,-7,United States,Colorado,Dolores
392531,37.61,-108.94,1965,-7,United States,Colorado,Dolores
392532,37.57,-108.94,1980,-7,United States,Colorado,Montezuma
392533,37.53,-108.94,1978,-7,United States,Colorado,Montezuma
392534,37.49,-108.94,1853,-7,United States,Colorado,Montezuma
392535,37.45,-108.94,1811,-7,United States,Colorado,Montezuma
392536,37.41,-108.94,1728,-7,United States,Colorado,Montezuma
392537,37.37,-108.94,1623,-7,United States,Colorado,Montezuma
392538,37.33,-108.94,1606,-7,United States,Colorado,Montezuma
392539,37.29,-108.94,1680,-7,United States,Colorado,Montezuma
392540,37.25,-108.94,1688,-7,United States,Colorado,Montezuma
392541,37.21,-108.94,1675,-7,United States,Colorado,Montezuma
392542,37.17,-108.94,1568,-7,United States,Colorado,Montezuma
392543,37.13,-108.94,1579,-7,United States,Colorado,Montezuma
392544,37.09,-108.94,1534,-7,United States,Colorado,Montezuma
392545,37.05,-108.94,1507,-7,United States,Colorado,Montezuma
392546,37.01,-108.94,1474,-7,United States,Colorado,Montezuma
393318,40.97,-108.9,2572,-7,United States,Colorado,Moffat
393319,40.93,-108.9,2515,-7,United States,Colorado,Moffat
393320,40.89,-108.9,2452,-7,United States,Colorado,Moffat
393321,40.85,-108.9,1975,-7,United States,Colorado,Moffat
393322,40.81,-108.9,1681,-7,United States,Colorado,Moffat
393323,40.77,-108.9,1660,-7,United States,Colorado,Moffat
393324,40.73,-108.9,1748,-7,United States,Colorado,Moffat
393325,40.69,-108.9,1994,-7,United States,Colorado,Moffat
393326,40.65,-108.9,2191,-7,United States,Colorado,Moffat
393327,40.61,-108.9,2294,-7,United States,Colorado,Moffat
393328,40.57,-108.9,2230,-7,United States,Colorado,Moffat
393329,40.53,-108.9,1980,-7,United States,Colorado,Moffat
393330,40.49,-108.9,1763,-7,United States,Colorado,Moffat
393331,40.45,-108.9,1793,-7,United States,Colorado,Moffat
393332,40.41,-108.9,2280,-7,United States,Colorado,Moffat
393333,40.37,-108.9,2320,-7,United States,Colorado,Moffat
393334,40.33,-108.9,2463,-7,United States,Colorado,Moffat
393335,40.29,-108.9,2149,-7,United States,Colorado,Moffat
393336,40.25,-108.9,1865,-7,United States,Colorado,Moffat
393337,40.21,-108.9,1775,-7,United States,Colorado,Rio Blanco
393338,40.17,-108.9,1713,-7,United States,Colorado,Rio Blanco
393339,40.13,-108.9,1662,-7,United States,Colorado,Rio Blanco
393340,40.09,-108.9,1664,-7,United States,Colorado,Rio Blanco
393341,40.05,-108.9,1731,-7,United States,Colorado,Rio Blanco
393342,40.01,-108.9,1754,-7,United States,Colorado,Rio Blanco
393343,39.97,-108.9,1815,-7,United States,Colorado,Rio Blanco
393344,39.93,-108.9,1831,-7,United States,Colorado,Rio Blanco
393345,39.89,-108.9,1922,-7,United States,Colorado,Rio Blanco
393346,39.85,-108.9,2041,-7,United States,Colorado,Rio Blanco
393347,39.81,-108.9,1983,-7,United States,Colorado,Rio Blanco
393348,39.77,-108.9,1995,-7,United States,Colorado,Rio Blanco
393349,39.73,-108.9,2276,-7,United States,Colorado,Rio Blanco
393350,39.69,-108.9,2317,-7,United States,Colorado,Rio Blanco
393351,39.65,-108.9,2439,-7,United States,Colorado,Garfield
393352,39.61,-108.9,2430,-7,United States,Colorado,Garfield
393353,39.57,-108.9,2152,-7,United States,Colorado,Garfield
393354,39.53,-108.9,2101,-7,United States,Colorado,Garfield
393355,39.49,-108.9,2030,-7,United States,Colorado,Garfield
393356,39.45,-108.9,1961,-7,United States,Colorado,Garfield
393357,39.41,-108.9,1768,-7,United States,Colorado,Garfield
393358,39.37,-108.9,1556,-7,United States,Colorado,Garfield
393359,39.33,-108.9,1491,-7,United States,Colorado,Mesa
393360,39.29,-108.9,1450,-7,United States,Colorado,Mesa
393361,39.25,-108.9,1395,-7,United States,Colorado,Mesa
393362,39.21,-108.9,1438,-7,United States,Colorado,Mesa
393363,39.17,-108.9,1461,-7,United States,Colorado,Mesa
393364,39.13,-108.9,1663,-7,United States,Colorado,Mesa
393365,39.09,-108.9,1857,-7,United States,Colorado,Mesa
393366,39.05,-108.9,1910,-7,United States,Colorado,Mesa
393367,39.01,-108.9,1989,-7,United States,Colorado,Mesa
393368,38.97,-108.9,2046,-7,United States,Colorado,Mesa
393369,38.93,-108.9,2202,-7,United States,Colorado,Mesa
393370,38.89,-108.9,2459,-7,United States,Colorado,Mesa
393371,38.85,-108.9,2711,-7,United States,Colorado,Mesa
393372,38.81,-108.9,2733,-7,United States,Colorado,Mesa
393373,38.77,-108.9,1939,-7,United States,Colorado,Mesa
393374,38.73,-108.9,1683,-7,United States,Colorado,Mesa
393375,38.69,-108.9,1972,-7,United States,Colorado,Mesa
393376,38.65,-108.9,2057,-7,United States,Colorado,Mesa
393377,38.61,-108.9,1791,-7,United States,Colorado,Mesa
393378,38.57,-108.9,1692,-7,United States,Colorado,Mesa
393379,38.53,-108.9,1724,-7,United States,Colorado,Mesa
393380,38.49,-108.9,1698,-7,United States,Colorado,Montrose
393381,38.45,-108.9,1772,-7,United States,Colorado,Montrose
393382,38.41,-108.9,2022,-7,United States,Colorado,Montrose
393383,38.37,-108.9,1602,-7,United States,Colorado,Montrose
393384,38.33,-108.9,1612,-7,United States,Colorado,Montrose
393385,38.29,-108.9,1724,-7,United States,Colorado,Montrose
393386,38.25,-108.9,1917,-7,United States,Colorado,Montrose
393387,38.21,-108.9,1783,-7,United States,Colorado,Montrose
393388,38.17,-108.9,1710,-7,United States,Colorado,Montrose
393389,38.13,-108.9,1988,-7,United States,Colorado,San Miguel
393390,38.09,-108.9,1779,-7,United States,Colorado,San Miguel
393391,38.05,-108.9,1766,-7,United States,Colorado,San Miguel
393392,38.01,-108.9,1924,-7,United States,Colorado,San Miguel
393393,37.97,-108.9,2197,-7,United States,Colorado,San Miguel
393394,37.93,-108.9,2307,-7,United States,Colorado,San Miguel
393395,37.89,-108.9,2276,-7,United States,Colorado,San Miguel
393396,37.85,-108.9,2223,-7,United States,Colorado,Dolores
393397,37.81,-108.9,2139,-7,United States,Colorado,Dolores
393398,37.77,-108.9,2087,-7,United States,Colorado,Dolores
393399,37.73,-108.9,2029,-7,United States,Colorado,Dolores
393400,37.69,-108.9,2003,-7,United States,Colorado,Dolores
393401,37.65,-108.9,1983,-7,United States,Colorado,Dolores
393402,37.61,-108.9,1996,-7,United States,Colorado,Montezuma
393403,37.57,-108.9,2055,-7,United States,Colorado,Montezuma
393404,37.53,-108.9,2009,-7,United States,Colorado,Montezuma
393405,37.49,-108.9,1908,-7,United States,Colorado,Montezuma
393406,37.45,-108.9,1848,-7,United States,Colorado,Montezuma
393407,37.41,-108.9,1720,-7,United States,Colorado,Montezuma
393408,37.37,-108.9,1722,-7,United States,Colorado,Montezuma
393409,37.33,-108.9,1650,-7,United States,Colorado,Montezuma
393410,37.29,-108.9,1723,-7,United States,Colorado,Montezuma
393411,37.25,-108.9,1805,-7,United States,Colorado,Montezuma
393412,37.21,-108.9,1766,-7,United States,Colorado,Montezuma
393413,37.17,-108.9,1622,-7,United States,Colorado,Montezuma
393414,37.13,-108.9,1604,-7,United States,Colorado,Montezuma
393415,37.09,-108.9,1575,-7,United States,Colorado,Montezuma
393416,37.05,-108.9,1524,-7,United States,Colorado,Montezuma
393417,37.01,-108.9,1486,-7,United States,Colorado,Montezuma
394189,40.97,-108.86,2648,-7,United States,Colorado,Moffat
394190,40.93,-108.86,2465,-7,United States,Colorado,Moffat
394191,40.89,-108.86,2536,-7,United States,Colorado,Moffat
394192,40.85,-108.86,2290,-7,United States,Colorado,Moffat
394193,40.81,-108.86,1847,-7,United States,Colorado,Moffat
394194,40.77,-108.86,1684,-7,United States,Colorado,Moffat
394195,40.73,-108.86,1704,-7,United States,Colorado,Moffat
394196,40.69,-108.86,2048,-7,United States,Colorado,Moffat
394197,40.65,-108.86,2318,-7,United States,Colorado,Moffat
394198,40.61,-108.86,2471,-7,United States,Colorado,Moffat
394199,40.57,-108.86,2292,-7,United States,Colorado,Moffat
394200,40.53,-108.86,2133,-7,United States,Colorado,Moffat
394201,40.49,-108.86,1902,-7,United States,Colorado,Moffat
394202,40.45,-108.86,1800,-7,United States,Colorado,Moffat
394203,40.41,-108.86,2239,-7,United States,Colorado,Moffat
394204,40.37,-108.86,2298,-7,United States,Colorado,Moffat
394205,40.33,-108.86,2479,-7,United States,Colorado,Moffat
394206,40.29,-108.86,2156,-7,United States,Colorado,Moffat
394207,40.25,-108.86,1819,-7,United States,Colorado,Moffat
394208,40.21,-108.86,1747,-7,United States,Colorado,Rio Blanco
394209,40.17,-108.86,1714,-7,United States,Colorado,Rio Blanco
394210,40.13,-108.86,1639,-7,United States,Colorado,Rio Blanco
394211,40.09,-108.86,1613,-7,United States,Colorado,Rio Blanco
394212,40.05,-108.86,1687,-7,United States,Colorado,Rio Blanco
394213,40.01,-108.86,1774,-7,United States,Colorado,Rio Blanco
394214,39.97,-108.86,1846,-7,United States,Colorado,Rio Blanco
394215,39.93,-108.86,1874,-7,United States,Colorado,Rio Blanco
394216,39.89,-108.86,1940,-7,United States,Colorado,Rio Blanco
394217,39.85,-108.86,2070,-7,United States,Colorado,Rio Blanco
394218,39.81,-108.86,2133,-7,United States,Colorado,Rio Blanco
394219,39.77,-108.86,2228,-7,United States,Colorado,Rio Blanco
394220,39.73,-108.86,2344,-7,United States,Colorado,Rio Blanco
