gid,latitude,longitude,elevation,timezone,country,state,county
450146,40.49,-106.38,2530,-7,United States,Colorado,Jackson
450147,40.45,-106.38,2637,-7,United States,Colorado,Jackson
450148,40.41,-106.38,2727,-7,United States,Colorado,Jackson
450149,40.37,-106.38,3183,-7,United States,Colorado,Jackson
450150,40.33,-106.38,3101,-7,United States,Colorado,Grand
450151,40.29,-106.38,2708,-7,United States,Colorado,Grand
450152,40.25,-106.38,2506,-7,United States,Colorado,Grand
450153,40.21,-106.38,2378,-7,United States,Colorado,Grand
450154,40.17,-106.38,2375,-7,United States,Colorado,Grand
450155,40.13,-106.38,2408,-7,United States,Colorado,Grand
450156,40.09,-106.38,2458,-7,United States,Colorado,Grand
450157,40.05,-106.38,2267,-7,United States,Colorado,Grand
450158,40.01,-106.38,2301,-7,United States,Colorado,Grand
450159,39.97,-106.38,2403,-7,United States,Colorado,Grand
450160,39.93,-106.38,2515,-7,United States,Colorado,Grand
450161,39.89,-106.38,2695,-7,United States,Colorado,Summit
450162,39.85,-106.38,2987,-7,United States,Colorado,Summit
450163,39.81,-106.38,3275,-7,United States,Colorado,Summit
450164,39.77,-106.38,3503,-7,United States,Colorado,Summit
450165,39.73,-106.38,3055,-7,United States,Colorado,Eagle
450166,39.69,-106.38,3090,-7,United States,Colorado,Eagle
450167,39.65,-106.38,2708,-7,United States,Colorado,Eagle
450168,39.61,-106.38,3085,-7,United States,Colorado,Eagle
450169,39.57,-106.38,2913,-7,United States,Colorado,Eagle
450170,39.53,-106.38,2987,-7,United States,Colorado,Eagle
450171,39.49,-106.38,2862,-7,United States,Colorado,Eagle
450172,39.45,-106.38,2948,-7,United States,Colorado,Eagle
450173,39.41,-106.38,3466,-7,United States,Colorado,Eagle
450174,39.37,-106.38,3406,-7,United States,Colorado,Lake
450175,39.33,-106.38,3302,-7,United States,Colorado,Lake
450176,39.29,-106.38,3179,-7,United States,Colorado,Lake
450177,39.25,-106.38,3055,-7,United States,Colorado,Lake
450178,39.21,-106.38,2939,-7,United States,Colorado,Lake
450179,39.17,-106.38,2993,-7,United States,Colorado,Lake
450180,39.13,-106.38,3055,-7,United States,Colorado,Lake
450181,39.09,-106.38,2897,-7,United States,Colorado,Lake
450182,39.05,-106.38,3514,-7,United States,Colorado,Chaffee
450183,39.01,-106.38,3418,-7,United States,Colorado,Chaffee
450184,38.97,-106.38,3791,-7,United States,Colorado,Chaffee
450185,38.93,-106.38,3880,-7,United States,Colorado,Chaffee
450186,38.89,-106.38,3697,-7,United States,Colorado,Gunnison
450187,38.85,-106.38,3393,-7,United States,Colorado,Gunnison
450188,38.81,-106.38,3641,-7,United States,Colorado,Chaffee
450189,38.77,-106.38,3570,-7,United States,Colorado,Chaffee
450190,38.73,-106.38,3655,-7,United States,Colorado,Chaffee
450191,38.69,-106.38,3440,-7,United States,Colorado,Chaffee
450192,38.65,-106.38,3505,-7,United States,Colorado,Chaffee
450193,38.61,-106.38,3614,-7,United States,Colorado,Gunnison
450194,38.57,-106.38,3452,-7,United States,Colorado,Gunnison
450195,38.53,-106.38,3241,-7,United States,Colorado,Gunnison
450196,38.49,-106.38,3136,-7,United States,Colorado,Gunnison
450197,38.45,-106.38,2845,-7,United States,Colorado,Gunnison
450198,38.41,-106.38,2790,-7,United States,Colorado,Saguache
450199,38.37,-106.38,2819,-7,United States,Colorado,Saguache
450200,38.33,-106.38,3171,-7,United States,Colorado,Saguache
450201,38.29,-106.38,3452,-7,United States,Colorado,Saguache
450202,38.25,-106.38,3200,-7,United States,Colorado,Saguache
450203,38.21,-106.38,2864,-7,United States,Colorado,Saguache
450204,38.17,-106.38,2752,-7,United States,Colorado,Saguache
450205,38.13,-106.38,2630,-7,United States,Colorado,Saguache
450206,38.09,-106.38,2820,-7,United States,Colorado,Saguache
450207,38.05,-106.38,2964,-7,United States,Colorado,Saguache
450208,38.01,-106.38,3115,-7,United States,Colorado,Saguache
450209,37.97,-106.38,2958,-7,United States,Colorado,Saguache
450210,37.93,-106.38,2870,-7,United States,Colorado,Saguache
450211,37.89,-106.38,2764,-7,United States,Colorado,Saguache
450212,37.85,-106.38,2806,-7,United States,Colorado,Saguache
450213,37.81,-106.38,2663,-7,United States,Colorado,Saguache
450214,37.77,-106.38,2555,-7,United States,Colorado,Saguache
450215,37.73,-106.38,2498,-7,United States,Colorado,Rio Grande
450216,37.69,-106.38,2429,-7,United States,Colorado,Rio Grande
450217,37.65,-106.38,2522,-7,United States,Colorado,Rio Grande
450218,37.61,-106.38,2600,-7,United States,Colorado,Rio Grande
450219,37.57,-106.38,2780,-7,United States,Colorado,Rio Grande
450220,37.53,-106.38,2999,-7,United States,Colorado,Rio Grande
450221,37.49,-106.38,3393,-7,United States,Colorado,Rio Grande
450222,37.45,-106.38,3253,-7,United States,Colorado,Rio Grande
450223,37.41,-106.38,3035,-7,United States,Colorado,Rio Grande
450224,37.37,-106.38,2995,-7,United States,Colorado,Conejos
450225,37.33,-106.38,3114,-7,United States,Colorado,Conejos
450226,37.29,-106.38,3064,-7,United States,Colorado,Conejos
450227,37.25,-106.38,3025,-7,United States,Colorado,Conejos
450228,37.21,-106.38,2973,-7,United States,Colorado,Conejos
450229,37.17,-106.38,3116,-7,United States,Colorado,Conejos
450230,37.13,-106.38,2799,-7,United States,Colorado,Conejos
450231,37.09,-106.38,3181,-7,United States,Colorado,Conejos
450232,37.05,-106.38,3206,-7,United States,Colorado,Conejos
450233,37.01,-106.38,3077,-7,United States,Colorado,Conejos
451085,40.97,-106.34,2437,-7,United States,Colorado,Jackson
451086,40.93,-106.34,2471,-7,United States,Colorado,Jackson
451087,40.89,-106.34,2465,-7,United States,Colorado,Jackson
451088,40.85,-106.34,2414,-7,United States,Colorado,Jackson
451089,40.81,-106.34,2428,-7,United States,Colorado,Jackson
451090,40.77,-106.34,2441,-7,United States,Colorado,Jackson
451091,40.73,-106.34,2462,-7,United States,Colorado,Jackson
451092,40.69,-106.34,2485,-7,United States,Colorado,Jackson
451093,40.65,-106.34,2521,-7,United States,Colorado,Jackson
451094,40.61,-106.34,2485,-7,United States,Colorado,Jackson
451095,40.57,-106.34,2492,-7,United States,Colorado,Jackson
451096,40.53,-106.34,2510,-7,United States,Colorado,Jackson
451097,40.49,-106.34,2541,-7,United States,Colorado,Jackson
451098,40.45,-106.34,2713,-7,United States,Colorado,Jackson
451099,40.41,-106.34,2895,-7,United States,Colorado,Jackson
451100,40.37,-106.34,3188,-7,United States,Colorado,Jackson
451101,40.33,-106.34,3120,-7,United States,Colorado,Grand
451102,40.29,-106.34,2868,-7,United States,Colorado,Grand
451103,40.25,-106.34,2726,-7,United States,Colorado,Grand
451104,40.21,-106.34,2533,-7,United States,Colorado,Grand
451105,40.17,-106.34,2493,-7,United States,Colorado,Grand
451106,40.13,-106.34,2436,-7,United States,Colorado,Grand
451107,40.09,-106.34,2402,-7,United States,Colorado,Grand
451108,40.05,-106.34,2377,-7,United States,Colorado,Grand
451109,40.01,-106.34,2391,-7,United States,Colorado,Grand
451110,39.97,-106.34,2358,-7,United States,Colorado,Grand
451111,39.93,-106.34,2362,-7,United States,Colorado,Grand
451112,39.89,-106.34,2509,-7,United States,Colorado,Summit
451113,39.85,-106.34,2715,-7,United States,Colorado,Summit
451114,39.81,-106.34,3052,-7,United States,Colorado,Summit
451115,39.77,-106.34,3470,-7,United States,Colorado,Summit
451116,39.73,-106.34,3385,-7,United States,Colorado,Eagle
451117,39.69,-106.34,3315,-7,United States,Colorado,Eagle
451118,39.65,-106.34,2859,-7,United States,Colorado,Eagle
451119,39.61,-106.34,3180,-7,United States,Colorado,Eagle
451120,39.57,-106.34,3138,-7,United States,Colorado,Eagle
451121,39.53,-106.34,3134,-7,United States,Colorado,Eagle
451122,39.49,-106.34,3017,-7,United States,Colorado,Eagle
451123,39.45,-106.34,2928,-7,United States,Colorado,Eagle
451124,39.41,-106.34,3265,-7,United States,Colorado,Eagle
451125,39.37,-106.34,3198,-7,United States,Colorado,Eagle
451126,39.33,-106.34,3098,-7,United States,Colorado,Lake
451127,39.29,-106.34,3014,-7,United States,Colorado,Lake
451128,39.25,-106.34,2993,-7,United States,Colorado,Lake
451129,39.21,-106.34,2935,-7,United States,Colorado,Lake
451130,39.17,-106.34,2902,-7,United States,Colorado,Lake
451131,39.13,-106.34,2924,-7,United States,Colorado,Lake
451132,39.09,-106.34,2928,-7,United States,Colorado,Lake
451133,39.05,-106.34,3543,-7,United States,Colorado,Chaffee
451134,39.01,-106.34,3233,-7,United States,Colorado,Chaffee
451135,38.97,-106.34,3911,-7,United States,Colorado,Chaffee
451136,38.93,-106.34,3686,-7,United States,Colorado,Chaffee
451137,38.89,-106.34,3681,-7,United States,Colorado,Gunnison
451138,38.85,-106.34,3641,-7,United States,Colorado,Chaffee
451139,38.81,-106.34,3416,-7,United States,Colorado,Chaffee
451140,38.77,-106.34,3507,-7,United States,Colorado,Chaffee
451141,38.73,-106.34,3472,-7,United States,Colorado,Chaffee
451142,38.69,-106.34,3369,-7,United States,Colorado,Chaffee
451143,38.65,-106.34,3620,-7,United States,Colorado,Chaffee
451144,38.61,-106.34,3710,-7,United States,Colorado,Chaffee
451145,38.57,-106.34,3633,-7,United States,Colorado,Chaffee
451146,38.53,-106.34,3558,-7,United States,Colorado,Chaffee
451147,38.49,-106.34,3388,-7,United States,Colorado,Gunnison
451148,38.45,-106.34,3181,-7,United States,Colorado,Gunnison
451149,38.41,-106.34,2998,-7,United States,Colorado,Saguache
451150,38.37,-106.34,2847,-7,United States,Colorado,Saguache
451151,38.33,-106.34,3260,-7,United States,Colorado,Saguache
451152,38.29,-106.34,3353,-7,United States,Colorado,Saguache
451153,38.25,-106.34,3093,-7,United States,Colorado,Saguache
451154,38.21,-106.34,2813,-7,United States,Colorado,Saguache
451155,38.17,-106.34,2617,-7,United States,Colorado,Saguache
451156,38.13,-106.34,2579,-7,United States,Colorado,Saguache
451157,38.09,-106.34,2732,-7,United States,Colorado,Saguache
451158,38.05,-106.34,3038,-7,United States,Colorado,Saguache
451159,38.01,-106.34,3153,-7,United States,Colorado,Saguache
451160,37.97,-106.34,3138,-7,United States,Colorado,Saguache
451161,37.93,-106.34,3029,-7,United States,Colorado,Saguache
451162,37.89,-106.34,2969,-7,United States,Colorado,Saguache
451163,37.85,-106.34,2707,-7,United States,Colorado,Saguache
451164,37.81,-106.34,2570,-7,United States,Colorado,Saguache
451165,37.77,-106.34,2513,-7,United States,Colorado,Saguache
451166,37.73,-106.34,2455,-7,United States,Colorado,Rio Grande
451167,37.69,-106.34,2407,-7,United States,Colorado,Rio Grande
451168,37.65,-106.34,2467,-7,United States,Colorado,Rio Grande
451169,37.61,-106.34,2593,-7,United States,Colorado,Rio Grande
451170,37.57,-106.34,2695,-7,United States,Colorado,Rio Grande
451171,37.53,-106.34,2806,-7,United States,Colorado,Rio Grande
451172,37.49,-106.34,3061,-7,United States,Colorado,Rio Grande
451173,37.45,-106.34,3042,-7,United States,Colorado,Rio Grande
451174,37.41,-106.34,2993,-7,United States,Colorado,Rio Grande
451175,37.37,-106.34,2964,-7,United States,Colorado,Conejos
451176,37.33,-106.34,3092,-7,United States,Colorado,Conejos
451177,37.29,-106.34,3019,-7,United States,Colorado,Conejos
451178,37.25,-106.34,2987,-7,United States,Colorado,Conejos
451179,37.21,-106.34,2948,-7,United States,Colorado,Conejos
451180,37.17,-106.34,3046,-7,United States,Colorado,Conejos
451181,37.13,-106.34,2906,-7,United States,Colorado,Conejos
451182,37.09,-106.34,3151,-7,United States,Colorado,Conejos
451183,37.05,-106.34,3156,-7,United States,Colorado,Conejos
451184,37.01,-106.34,3030,-7,United States,Colorado,Conejos
452037,40.97,-106.3,2573,-7,United States,Colorado,Jackson
452038,40.93,-106.3,2507,-7,United States,Colorado,Jackson
452039,40.89,-106.3,2408,-7,United States,Colorado,Jackson
452040,40.85,-106.3,2417,-7,United States,Colorado,Jackson
452041,40.81,-106.3,2434,-7,United States,Colorado,Jackson
452042,40.77,-106.3,2452,-7,United States,Colorado,Jackson
452043,40.73,-106.3,2458,-7,United States,Colorado,Jackson
452044,40.69,-106.3,2477,-7,United States,Colorado,Jackson
452045,40.65,-106.3,2511,-7,United States,Colorado,Jackson
452046,40.61,-106.3,2519,-7,United States,Colorado,Jackson
452047,40.57,-106.3,2517,-7,United States,Colorado,Jackson
452048,40.53,-106.3,2544,-7,United States,Colorado,Jackson
452049,40.49,-106.3,2597,-7,United States,Colorado,Jackson
452050,40.45,-106.3,2712,-7,United States,Colorado,Jackson
452051,40.41,-106.3,3062,-7,United States,Colorado,Jackson
452052,40.37,-106.3,3303,-7,United States,Colorado,Jackson
452053,40.33,-106.3,3275,-7,United States,Colorado,Grand
452054,40.29,-106.3,2892,-7,United States,Colorado,Grand
452055,40.25,-106.3,2739,-7,United States,Colorado,Grand
452056,40.21,-106.3,2550,-7,United States,Colorado,Grand
452057,40.17,-106.3,2421,-7,United States,Colorado,Grand
452058,40.13,-106.3,2364,-7,United States,Colorado,Grand
452059,40.09,-106.3,2341,-7,United States,Colorado,Grand
452060,40.05,-106.3,2304,-7,United States,Colorado,Grand
452061,40.01,-106.3,2448,-7,United States,Colorado,Grand
452062,39.97,-106.3,2558,-7,United States,Colorado,Grand
452063,39.93,-106.3,2518,-7,United States,Colorado,Grand
452064,39.89,-106.3,2486,-7,United States,Colorado,Summit
452065,39.85,-106.3,2639,-7,United States,Colorado,Summit
452066,39.81,-106.3,2920,-7,United States,Colorado,Summit
452067,39.77,-106.3,3497,-7,United States,Colorado,Summit
452068,39.73,-106.3,3587,-7,United States,Colorado,Summit
452069,39.69,-106.3,3342,-7,United States,Colorado,Eagle
452070,39.65,-106.3,2875,-7,United States,Colorado,Eagle
452071,39.61,-106.3,3297,-7,United States,Colorado,Eagle
452072,39.57,-106.3,3336,-7,United States,Colorado,Eagle
452073,39.53,-106.3,3172,-7,United States,Colorado,Eagle
452074,39.49,-106.3,3270,-7,United States,Colorado,Eagle
452075,39.45,-106.3,3114,-7,United States,Colorado,Eagle
452076,39.41,-106.3,3172,-7,United States,Colorado,Eagle
452077,39.37,-106.3,3207,-7,United States,Colorado,Eagle
452078,39.33,-106.3,3219,-7,United States,Colorado,Lake
452079,39.29,-106.3,3147,-7,United States,Colorado,Lake
452080,39.25,-106.3,3051,-7,United States,Colorado,Lake
452081,39.21,-106.3,3036,-7,United States,Colorado,Lake
452082,39.17,-106.3,2944,-7,United States,Colorado,Lake
452083,39.13,-106.3,2852,-7,United States,Colorado,Lake
452084,39.09,-106.3,2855,-7,United States,Colorado,Lake
452085,39.05,-106.3,3007,-7,United States,Colorado,Chaffee
452086,39.01,-106.3,3063,-7,United States,Colorado,Chaffee
452087,38.97,-106.3,3607,-7,United States,Colorado,Chaffee
452088,38.93,-106.3,3825,-7,United States,Colorado,Chaffee
452089,38.89,-106.3,3768,-7,United States,Colorado,Chaffee
452090,38.85,-106.3,3644,-7,United States,Colorado,Chaffee
452091,38.81,-106.3,3527,-7,United States,Colorado,Chaffee
452092,38.77,-106.3,3449,-7,United States,Colorado,Chaffee
452093,38.73,-106.3,3357,-7,United States,Colorado,Chaffee
452094,38.69,-106.3,3736,-7,United States,Colorado,Chaffee
452095,38.65,-106.3,3793,-7,United States,Colorado,Chaffee
452096,38.61,-106.3,3602,-7,United States,Colorado,Chaffee
452097,38.57,-106.3,3655,-7,United States,Colorado,Chaffee
452098,38.53,-106.3,3270,-7,United States,Colorado,Chaffee
452099,38.49,-106.3,3351,-7,United States,Colorado,Chaffee
452100,38.45,-106.3,3301,-7,United States,Colorado,Gunnison
452101,38.41,-106.3,3139,-7,United States,Colorado,Saguache
452102,38.37,-106.3,2955,-7,United States,Colorado,Saguache
452103,38.33,-106.3,3088,-7,United States,Colorado,Saguache
452104,38.29,-106.3,2953,-7,United States,Colorado,Saguache
452105,38.25,-106.3,2872,-7,United States,Colorado,Saguache
452106,38.21,-106.3,2693,-7,United States,Colorado,Saguache
452107,38.17,-106.3,2550,-7,United States,Colorado,Saguache
452108,38.13,-106.3,2669,-7,United States,Colorado,Saguache
452109,38.09,-106.3,2809,-7,United States,Colorado,Saguache
452110,38.05,-106.3,2970,-7,United States,Colorado,Saguache
452111,38.01,-106.3,3176,-7,United States,Colorado,Saguache
452112,37.97,-106.3,2954,-7,United States,Colorado,Saguache
452113,37.93,-106.3,2734,-7,United States,Colorado,Saguache
452114,37.89,-106.3,2682,-7,United States,Colorado,Saguache
452115,37.85,-106.3,2607,-7,United States,Colorado,Saguache
452116,37.81,-106.3,2476,-7,United States,Colorado,Saguache
452117,37.77,-106.3,2446,-7,United States,Colorado,Saguache
452118,37.73,-106.3,2402,-7,United States,Colorado,Rio Grande
452119,37.69,-106.3,2394,-7,United States,Colorado,Rio Grande
452120,37.65,-106.3,2431,-7,United States,Colorado,Rio Grande
452121,37.61,-106.3,2544,-7,United States,Colorado,Rio Grande
452122,37.57,-106.3,2572,-7,United States,Colorado,Rio Grande
452123,37.53,-106.3,2626,-7,United States,Colorado,Rio Grande
452124,37.49,-106.3,2885,-7,United States,Colorado,Rio Grande
452125,37.45,-106.3,3074,-7,United States,Colorado,Rio Grande
452126,37.41,-106.3,2825,-7,United States,Colorado,Rio Grande
452127,37.37,-106.3,2769,-7,United States,Colorado,Conejos
452128,37.33,-106.3,2919,-7,United States,Colorado,Conejos
452129,37.29,-106.3,2900,-7,United States,Colorado,Conejos
452130,37.25,-106.3,2924,-7,United States,Colorado,Conejos
452131,37.21,-106.3,2931,-7,United States,Colorado,Conejos
452132,37.17,-106.3,2954,-7,United States,Colorado,Conejos
452133,37.13,-106.3,2931,-7,United States,Colorado,Conejos
452134,37.09,-106.3,2806,-7,United States,Colorado,Conejos
452135,37.05,-106.3,3069,-7,United States,Colorado,Conejos
452136,37.01,-106.3,3088,-7,United States,Colorado,Conejos
452988,40.97,-106.26,2695,-7,United States,Colorado,Jackson
452989,40.93,-106.26,2576,-7,United States,Colorado,Jackson
452990,40.89,-106.26,2485,-7,United States,Colorado,Jackson
452991,40.85,-106.26,2435,-7,United States,Colorado,Jackson
452992,40.81,-106.26,2442,-7,United States,Colorado,Jackson
452993,40.77,-106.26,2463,-7,United States,Colorado,Jackson
452994,40.73,-106.26,2468,-7,United States,Colorado,Jackson
452995,40.69,-106.26,2503,-7,United States,Colorado,Jackson
452996,40.65,-106.26,2500,-7,United States,Colorado,Jackson
452997,40.61,-106.26,2537,-7,United States,Colorado,Jackson
452998,40.57,-106.26,2535,-7,United States,Colorado,Jackson
452999,40.53,-106.26,2564,-7,United States,Colorado,Jackson
453000,40.49,-106.26,2626,-7,United States,Colorado,Jackson
453001,40.45,-106.26,2731,-7,United States,Colorado,Jackson
453002,40.41,-106.26,2837,-7,United States,Colorado,Jackson
453003,40.37,-106.26,3285,-7,United States,Colorado,Jackson
453004,40.33,-106.26,3005,-7,United States,Colorado,Grand
453005,40.29,-106.26,2940,-7,United States,Colorado,Grand
453006,40.25,-106.26,2960,-7,United States,Colorado,Grand
453007,40.21,-106.26,2826,-7,United States,Colorado,Grand
453008,40.17,-106.26,2557,-7,United States,Colorado,Grand
453009,40.13,-106.26,2396,-7,United States,Colorado,Grand
453010,40.09,-106.26,2341,-7,United States,Colorado,Grand
453011,40.05,-106.26,2342,-7,United States,Colorado,Grand
453012,40.01,-106.26,2460,-7,United States,Colorado,Grand
453013,39.97,-106.26,2774,-7,United States,Colorado,Grand
453014,39.93,-106.26,3044,-7,United States,Colorado,Grand
453015,39.89,-106.26,2580,-7,United States,Colorado,Summit
453016,39.85,-106.26,2483,-7,United States,Colorado,Summit
453017,39.81,-106.26,2760,-7,United States,Colorado,Summit
453018,39.77,-106.26,3014,-7,United States,Colorado,Summit
453019,39.73,-106.26,3649,-7,United States,Colorado,Summit
453020,39.69,-106.26,3485,-7,United States,Colorado,Summit
453021,39.65,-106.26,3048,-7,United States,Colorado,Eagle
453022,39.61,-106.26,2949,-7,United States,Colorado,Eagle
453023,39.57,-106.26,3262,-7,United States,Colorado,Eagle
453024,39.53,-106.26,3346,-7,United States,Colorado,Eagle
453025,39.49,-106.26,3366,-7,United States,Colorado,Eagle
453026,39.45,-106.26,3303,-7,United States,Colorado,Eagle
453027,39.41,-106.26,3447,-7,United States,Colorado,Eagle
453028,39.37,-106.26,3512,-7,United States,Colorado,Eagle
453029,39.33,-106.26,3509,-7,United States,Colorado,Lake
453030,39.29,-106.26,3238,-7,United States,Colorado,Lake
453031,39.25,-106.26,3196,-7,United States,Colorado,Lake
453032,39.21,-106.26,3187,-7,United States,Colorado,Lake
453033,39.17,-106.26,3089,-7,United States,Colorado,Lake
453034,39.13,-106.26,3038,-7,United States,Colorado,Lake
453035,39.09,-106.26,2865,-7,United States,Colorado,Lake
453036,39.05,-106.26,2829,-7,United States,Colorado,Chaffee
453037,39.01,-106.26,2977,-7,United States,Colorado,Chaffee
453038,38.97,-106.26,3357,-7,United States,Colorado,Chaffee
453039,38.93,-106.26,3689,-7,United States,Colorado,Chaffee
453040,38.89,-106.26,3761,-7,United States,Colorado,Chaffee
453041,38.85,-106.26,3395,-7,United States,Colorado,Chaffee
453042,38.81,-106.26,3261,-7,United States,Colorado,Chaffee
453043,38.77,-106.26,3686,-7,United States,Colorado,Chaffee
453044,38.73,-106.26,3216,-7,United States,Colorado,Chaffee
453045,38.69,-106.26,3524,-7,United States,Colorado,Chaffee
453046,38.65,-106.26,3794,-7,United States,Colorado,Chaffee
453047,38.61,-106.26,3658,-7,United States,Colorado,Chaffee
453048,38.57,-106.26,3491,-7,United States,Colorado,Chaffee
453049,38.53,-106.26,3036,-7,United States,Colorado,Chaffee
453050,38.49,-106.26,3219,-7,United States,Colorado,Chaffee
453051,38.45,-106.26,3406,-7,United States,Colorado,Chaffee
453052,38.41,-106.26,3203,-7,United States,Colorado,Saguache
453053,38.37,-106.26,3237,-7,United States,Colorado,Saguache
453054,38.33,-106.26,3180,-7,United States,Colorado,Saguache
453055,38.29,-106.26,3052,-7,United States,Colorado,Saguache
453056,38.25,-106.26,2892,-7,United States,Colorado,Saguache
453057,38.21,-106.26,2753,-7,United States,Colorado,Saguache
453058,38.17,-106.26,2652,-7,United States,Colorado,Saguache
453059,38.13,-106.26,2555,-7,United States,Colorado,Saguache
453060,38.09,-106.26,2865,-7,United States,Colorado,Saguache
453061,38.05,-106.26,2760,-7,United States,Colorado,Saguache
453062,38.01,-106.26,2865,-7,United States,Colorado,Saguache
453063,37.97,-106.26,2671,-7,United States,Colorado,Saguache
453064,37.93,-106.26,2606,-7,United States,Colorado,Saguache
453065,37.89,-106.26,2576,-7,United States,Colorado,Saguache
453066,37.85,-106.26,2510,-7,United States,Colorado,Saguache
453067,37.81,-106.26,2408,-7,United States,Colorado,Saguache
453068,37.77,-106.26,2385,-7,United States,Colorado,Saguache
453069,37.73,-106.26,2378,-7,United States,Colorado,Rio Grande
453070,37.69,-106.26,2382,-7,United States,Colorado,Rio Grande
453071,37.65,-106.26,2393,-7,United States,Colorado,Rio Grande
453072,37.61,-106.26,2444,-7,United States,Colorado,Rio Grande
453073,37.57,-106.26,2482,-7,United States,Colorado,Rio Grande
453074,37.53,-106.26,2519,-7,United States,Colorado,Rio Grande
453075,37.49,-106.26,2731,-7,United States,Colorado,Rio Grande
453076,37.45,-106.26,3196,-7,United States,Colorado,Rio Grande
453077,37.41,-106.26,2763,-7,United States,Colorado,Rio Grande
453078,37.37,-106.26,2638,-7,United States,Colorado,Conejos
453079,37.33,-106.26,2690,-7,United States,Colorado,Conejos
453080,37.29,-106.26,2665,-7,United States,Colorado,Conejos
453081,37.25,-106.26,2723,-7,United States,Colorado,Conejos
453082,37.21,-106.26,2828,-7,United States,Colorado,Conejos
453083,37.17,-106.26,2844,-7,United States,Colorado,Conejos
453084,37.13,-106.26,2904,-7,United States,Colorado,Conejos
453085,37.09,-106.26,2844,-7,United States,Colorado,Conejos
453086,37.05,-106.26,2943,-7,United States,Colorado,Conejos
453087,37.01,-106.26,3044,-7,United States,Colorado,Conejos
453937,40.97,-106.22,2746,-7,United States,Colorado,Jackson
453938,40.93,-106.22,2797,-7,United States,Colorado,Jackson
453939,40.89,-106.22,2758,-7,United States,Colorado,Jackson
453940,40.85,-106.22,2556,-7,United States,Colorado,Jackson
453941,40.81,-106.22,2459,-7,United States,Colorado,Jackson
453942,40.77,-106.22,2470,-7,United States,Colorado,Jackson
453943,40.73,-106.22,2507,-7,United States,Colorado,Jackson
453944,40.69,-106.22,2520,-7,United States,Colorado,Jackson
453945,40.65,-106.22,2520,-7,United States,Colorado,Jackson
453946,40.61,-106.22,2564,-7,United States,Colorado,Jackson
453947,40.57,-106.22,2577,-7,United States,Colorado,Jackson
453948,40.53,-106.22,2578,-7,United States,Colorado,Jackson
453949,40.49,-106.22,2593,-7,United States,Colorado,Jackson
453950,40.45,-106.22,2615,-7,United States,Colorado,Jackson
453951,40.41,-106.22,2674,-7,United States,Colorado,Jackson
453952,40.37,-106.22,2954,-7,United States,Colorado,Jackson
453953,40.33,-106.22,3015,-7,United States,Colorado,Jackson
453954,40.29,-106.22,2821,-7,United States,Colorado,Grand
453955,40.25,-106.22,2645,-7,United States,Colorado,Grand
453956,40.21,-106.22,2672,-7,United States,Colorado,Grand
453957,40.17,-106.22,2778,-7,United States,Colorado,Grand
453958,40.13,-106.22,2793,-7,United States,Colorado,Grand
453959,40.09,-106.22,2532,-7,United States,Colorado,Grand
453960,40.05,-106.22,2421,-7,United States,Colorado,Grand
453961,40.01,-106.22,2412,-7,United States,Colorado,Grand
453962,39.97,-106.22,2505,-7,United States,Colorado,Grand
453963,39.93,-106.22,2596,-7,United States,Colorado,Grand
453964,39.89,-106.22,3022,-7,United States,Colorado,Grand
453965,39.85,-106.22,3069,-7,United States,Colorado,Summit
453966,39.81,-106.22,2558,-7,United States,Colorado,Summit
453967,39.77,-106.22,2682,-7,United States,Colorado,Summit
453968,39.73,-106.22,3210,-7,United States,Colorado,Summit
453969,39.69,-106.22,3445,-7,United States,Colorado,Summit
453970,39.65,-106.22,3581,-7,United States,Colorado,Eagle
453971,39.61,-106.22,3475,-7,United States,Colorado,Eagle
453972,39.57,-106.22,3442,-7,United States,Colorado,Eagle
453973,39.53,-106.22,3414,-7,United States,Colorado,Summit
453974,39.49,-106.22,3251,-7,United States,Colorado,Summit
453975,39.45,-106.22,3584,-7,United States,Colorado,Summit
453976,39.41,-106.22,3423,-7,United States,Colorado,Eagle
453977,39.37,-106.22,3461,-7,United States,Colorado,Lake
453978,39.33,-106.22,3448,-7,United States,Colorado,Lake
453979,39.29,-106.22,3585,-7,United States,Colorado,Lake
453980,39.25,-106.22,3661,-7,United States,Colorado,Lake
453981,39.21,-106.22,3642,-7,United States,Colorado,Lake
453982,39.17,-106.22,3666,-7,United States,Colorado,Lake
453983,39.13,-106.22,3620,-7,United States,Colorado,Lake
453984,39.09,-106.22,3416,-7,United States,Colorado,Lake
453985,39.05,-106.22,3351,-7,United States,Colorado,Chaffee
453986,39.01,-106.22,3094,-7,United States,Colorado,Chaffee
453987,38.97,-106.22,2698,-7,United States,Colorado,Chaffee
453988,38.93,-106.22,2709,-7,United States,Colorado,Chaffee
453989,38.89,-106.22,2664,-7,United States,Colorado,Chaffee
453990,38.85,-106.22,2658,-7,United States,Colorado,Chaffee
453991,38.81,-106.22,2610,-7,United States,Colorado,Chaffee
453992,38.77,-106.22,3131,-7,United States,Colorado,Chaffee
453993,38.73,-106.22,2923,-7,United States,Colorado,Chaffee
453994,38.69,-106.22,3306,-7,United States,Colorado,Chaffee
453995,38.65,-106.22,3408,-7,United States,Colorado,Chaffee
453996,38.61,-106.22,3319,-7,United States,Colorado,Chaffee
453997,38.57,-106.22,2873,-7,United States,Colorado,Chaffee
